Waktu,Kejadian,Penyebab,Keterangan,Lokasi,Posisi
2022-05-25,Rob disertai Banjir,Penyebab tanggul jebol diakibatkan ROB yang besar sehingga tanggul penahan air Laut di Kawasan Lamicitra tidak mampu menahan Air Laut yg cukup besar.,"Update Aktual Pukul 14.10 Hari Kamis, 26 Mei 2022 Kronologi : Pada hari Senin tanggal 23 Mei 2022 pukul 14.00 bertempat di Kawasan Lamicitra Pelabuhan Tanjung Emas Semarang telah terjadi tanggul jebol Penahan air Laut yang mengakibatkan banjir di Kawasan Pelabuhan Tg Emas Semarang. Adapun penyebab tanggul jebol diakibatkan ROB yang besar sehingga tanggul penahan air Laut di Kawasan Lamicitra tidak mampu menahan Air Laut yg cukup besar. Wilayah Terdampak Banjir ROB Bandarharjo RW 1 Terdampak: 900 kk (750 rumah, 4500 jiwa) kondisi rumah tingkat • RT 1 dengan ketinggian ± 40 cm • RT 2 dengan ketinggian ± 40 cm • RT 3 dengan ketinggian ± 40 cm • RT 4 dengan ketinggian ± 40 cm • RT 5 dengan ketinggian ± 20 cm • RT 6 dengan ketinggian ± 20 cm • RT 7 dengan ketinggian ± 20 cm • RT 8 dengan ketinggian ± 40 cm • RT 9 dengan ketinggian ± 20 cm Pengungsi : Nihil Akses : Bisa dilewati roda 4 Kebonharjo RW 8, 9, 10, 11 Ketinggian Air Berkisar antara 0 - 15 cm Terdampak : 6300 Jiwa ( Terdapat banyak Anak dan Lansia ) Pengungsi : Terdapat beberapa yg mengungsi di Rumah Saudara Akses : Bisa dilewati Motor Roda 2 Titik posko : RW 11( Mengcover 4 RW ) dibantu dengan SAR Muhammadiyah Tambak Lorok RW 12,13,14,15, dan 16 ( Air Limpas langsung dari Laut ) Ketinggian air berkisar antara 0 - 10 cm Pengungsi: - Akses: Dapat dilewati Motor Roda 2 Titik posko: - Data Assesment Rabu, 25 Mei 2022 Bandarharjo RW 1 RT 6 Dengan ketinggian Air mencapai 30 cm Terdampak 103 KK (287 Jiwa, 143 Laki – laki, 144 Perempuan) - Lansia 12 Laki – laki, 15 Perempuan - Balita 10 Laki – laki, 11 Perempuan - Remaja 18 Laki – laki, 9 Perempuan Pengungsi : - Akses : Bisa dilewati Roda 4 Adanya Posko Penampugan Bantuan Bantuan : 1. Makanan cepat saji 50 Dus 2. Makanan siap makan dari berbagai relawan ±100 Kebonharjo RW 8, 9, 10, 11 1) Lansia - RW 8 Laki – laki 56, Perempuan 70 - RW 9 Laki – laki 75, Perempuan 61 - RW 10 Laki – laki 167, Perempuan 186 - RW 11 Laki – laki 37, Perempuan 61 2) Balita - RW 8 Laki – laki 63, Perempuan 48 - RW 9 Laki – laki 33, Perempuan 53 - RW 10 Laki – laki 69, Perempuan 51 - RW 11 Laki – laki 74, Perempuan 31 3) Jumlah Keseluruhan 6300 Jiwa Terdapat 2 Titik Dapur Umum - RW 10 : 396 Bungkus - RW 11 : Dapat Membackup 4 RW Data Assesment Kamis, 26 Mei 2022 Kemijen RW 03 Wilayah terdampak terdiri dari RT 01, 02, 03, 04, 05, 06. Dengan ketinggian Air mencapai rata-rata 50 cm. Pengungsi : Nihil. Terdampak : - Jumlah KK : 398 KK. - Jumlah Jiwa : 832 Jiwa. - Jumlah Rumah : 204 Rumah. Masyarakat rentan terdiri dari: - Lansia : 123 jiwa. - Ibu hamil : 7 jiwa. - Balita : 50 jiwa. - Anak-anak : 110 jiwa. - Difabel : 5 jiwa. RW 04 Wilayah terdampak terdiri RT 01 dan RT 02. Dengan ketinggian Air mencapai rata-rata 50 cm. Pengungsi : - Pos kampling RT 02 RW 04 terdapat 3 KK 8 Jiwa. - Mushola Baitussalam terdapat 2 KK 3 Jiwa. Terdampak : - Jumlah KK : 80 KK. - Jumlah Jiwa : 250 Jiwa. - Jumlah Rumah : 60 Rumah. Masyarakat rentan terdiri dari: - Lansia : 40 jiwa. - Ibu hamil : 1 jiwa. - Balita : 30 jiwa. - Anak-anak : 32 jiwa. - Difabel : 3 jiwa. Tindakan yang Dilakukan 1. Evakuasi Warga Terdampak 2. Mendirikan Dapur Umum di Kantor Kecamatan Semarang Utara. 3. Melakukan Koordinasi Lanjutan dengan Instansi terkait. 4. Distribusi Nasi Bungkus / Nasi Kotak / Air Mineral pada hari kamis, 26 Mei 2022 dengan rincian sbb : - Relawan Pos 4 Pelabuhan Tj. Emas = 100 Nasi bungkus, 7 Dus Air Mineral Gelas. - RW 04 Bandarharjo = 100 Nasi bungkus, 1 Dus Air Mineral Gelas, 2 Dus Air Mineral Cup Kecil. - Relawan Flyover Bawah Kaligawe = 200 Nasi bungkus Jumlah = 400 Nasi Bungkus, 1 Dus Air Mineral Gelas, 2 Dus Air Mineral Cup Kecil 5) Manajemen Logistik & Pergudangan 5) Pendistribusian Logistik Kendala : 1. Kondisi Geografis wilayah RW 13 – RW 16 Kelurahan Tanjung Mas yang mengakibatkan air sulit untuk keluar. 2. Membutuhkan pompa Tambahan untuk mengeluarkan air yg masih menggenang 3. Siklus Rob/Pasang Laut pada pertengahan bulan ini sedang tinggi, sehingga kemungkinan terjadi dampak rob yg besar di kemudian hari masih ada. 4. Akses Jalan guna ke lokasi tanggul yang jebol sulit dilalui. 5. Dimensi titik tanggul jebol luas , dan ada di beberapa titik. Kebutuhan Mendesak 1. Penerangan Untuk Evakuasi Warga 2. Suplai Air Bersih. 3. Posko Kesehatan 4. Terpal Guna Pendirian Pos Kesehatan Instansi yang terlibat: -BPBD Provinsi Jawa Tengah -BPBD Kota Semarang -BASARNAS -POLAIRUD -TNI -POLRI -Dinas Sosial Kota Semarang -DPU -BBWS -PLN -PMI Kota Semarang -SARDA JATENG -RSH -BAZNAS -MDMC -BANKOM -BAGANA -LPBI NU -DAN UNSUR RELAWAN & INSTANSI LAINNYA YANG BELUM DI SEBUTKAN 1 PER 1 .",Kota Semarang,"(-6.991859181483679, 110.4181012019625)"
2022-05-25,Kejadian Banjir di Desa Rawajaya dan Desa Bantarsari Kec. Bantarsari,-,"I. KEJADIAN BENCANA Jenis Bencana : Banjir II. WAKTU KEJADIAN Hari/Tanggal : Rabu, 25 Mei 2022 Pukul : 06.00 WIB III. TEMPAT KEJADIAN 1. Dusun Cikerang Desa Bantarsari Kecamatan Bantarsari 2. Dusun Rawasari RT 06,07 RW 06 Desa Rawajaya Kecamatan Bantarsari IV. PENYEBAB KEJADIAN Hujan deras ada hari Selasa, 24 Mei 2022 pukul 16.20 wib s/d 23.00 wib dan di perparah dengan kiriman air dari atas/wilayah hulu. V. AKIBAT KEJADIAN Hujan deras pada pukul 16.20 wib s/d 23.00 wib mengakibatkan meningginya debit air sungai Cimeneng : 1. Dusun Cikerang tanggul sungai limpas sepanjang ± 400 m dan menggenang di jalan setinggi ± 20 cm. 2. Dusun Rawasari tanggul sungai cimeneng limpas sepanjang ± 300 m dan mengakibatkan air masuk menggenangi rumah-rumah warga di RT 06/06 sebanyak 50 kk 153 Jiwa dan RT 07/06 sebanyak 45 KK 143 Jiwa dengan kedalam ± 60 - 70 cm di dalam rumah VI. KRONOLOGI/KONDISI UMUM Pada hari Selasa, 24 Mei 2022 pukul 16.20 wib s.d 2.00 wib di wilayah Kecamatan Bantarsari turun hujan dengan intensitas sedang s.d tinggi dan mengakibatkan debit air di sungai Cimeneng meluap ke area Pemukiman dan Jalan. VII. KORBAN JIWA Nihil VIII. KERUSAKAN / KERUGIAN Masih dalam perhitungan IX. KERUSAKAN LAIN Nihil X. KEBUTUHAN MENDESAK Nihil XI. KENDALA Nihil XII. TINDAKAN YANG TELAH DILAKUKAN 1. Cek lokasi dan assesment bersama Pemdes Bantarsari, Koramil Kawunganten dan Polsek Bantarsari. 2. Kordinasi dengan pihak BBWS dan pihak terkait 3. Menghimbau warga masyarakat untuk berhati-hati ketika melintasi genangan 4. Melaporkan ke pimpinan. XIII. KONDISI MUTAKHIR Masih ada genangan air di beberapa rumah warga yang terdampak dan rumah yang terdampak paling dalam dengan kedalaman + 60-70cm sebanyak 15 rumah. Tidak ada warga yang mengungsi.",Cilacap,"(-7.58968149, 108.87318746)"
2022-05-26,Tidak Banjir,,,,
2022-05-27,Tidak Banjir,,,,
2022-05-28,Tidak Banjir,,,,
2022-05-29,Tidak Banjir,,,,
2022-05-30,Cek lokasi tanggul jebol di Desa Bojong Kecamatan Kawunganten,- Hujan deras yg menyebabkan debit air saluran primer Cihaur meluap.,"I. Waktu Kejadian : Hari : Minggu Tanggal : 29 Mei 2022 Pukul : 14.30 wib II. Lokasi Kejadian : Saluran primer cihaur di Dusun Gunung jaya RT04/01 Desa Bojong Kecamatan Kawunganten. III. Penyebab kejadian : Debit Saluran Primer Cihaur yang tinggi pada hari Minggu, 29 Mei 2022 pada pukul 14.20 wib. IV. Akibat Kejadian : Mengakibatkan tanggul Saluran Primer Cihaur jebol dengan panjang 4m lebar 3m dengan kedalaman 2 m. V. Tindakan yang dilakukan UPT BPBD Sidareja : - Cek lokasi bersama Pemdes Bojong, dan UPT PSDA dan BBWS Banjar - Mengirimkan kandi sebanyak 1.000 lembar - Menghimbau warga masyarakat untuk melaksanakan kerja bakti. VI. Penutup Demikian untuk menjadi periksa. VII. Sumber Informasi : Bapak Siman ( Kades Bojong) VIII. Petugas cek lokasi: 1. Agus Sudaryanto, S.Sos 2. Arijatul M",Cilacap,"(-7.5954247, 108.931384)"
2022-05-31,Tidak Banjir,,,,
2022-06-01,Tidak Banjir,,,,
2022-06-02,Tidak Banjir,,,,
2022-06-03,Tidak Banjir,,,,
2022-06-04,Tidak Banjir,,,,
2022-06-05,Tidak Banjir,,,,
2022-06-06,Tidak Banjir,,,,
2022-06-07,Tidak Banjir,,,,
2022-06-08,Tidak Banjir,,,,
2022-06-09,Tidak Banjir,,,,
2022-06-10,Tidak Banjir,,,,
2022-06-11,Tidak Banjir,,,,
2022-06-12,Tidak Banjir,,,,
2022-06-13,Tidak Banjir,,,,
2022-06-14,Tidak Banjir,,,,
2022-06-15,Tidak Banjir,,,,
2022-06-16,Tidak Banjir,,,,
2022-06-17,Tidak Banjir,,,,
2022-06-18,Tidak Banjir,,,,
2022-06-19,Tidak Banjir,,,,
2022-06-20,Tidak Banjir,,,,
2022-06-21,Tidak Banjir,,,,
2022-06-22,Tidak Banjir,,,,
2022-06-23,Tidak Banjir,,,,
2022-06-24,Tidak Banjir,,,,
2022-06-25,Tidak Banjir,,,,
2022-06-26,Kejadian Bencana Banjir di Desa Cisuru Kecamatan Cipari Kabupaten Cilacap.,Hujan deras dari pkl. 13.00 s/d 16.00 Wib yang menyebabkan sungai Cipaingan meluap,I. Waktu Kejadian : 1. Hari : Minggu 2. Tanggal : 26 Juni 2022 3. Pukul : 15.45 WIB II. Tempat Kejadian : Dusun Banjareja Desa Cisuru Kecamatan Cipari Kabupaten Cilacap III. Penyebab : Hujan deras dari pkl. 13.00 s/d 16.00 Wib yang menyebabkan sungai Cipaingan meluap. IV. Akibat : Luapan sungai Cipaingan menyebabkan genangan air di wilayah Dusun Banjareja Rt. 02/01 dan Rt. 01/02 Desa Cisuru Kec. Cipari. V. Kronologis/ Kondisi Umum : Pada hari Minggu tanggal 26 Juni 2022 mulai pukul 13.00 WIB di wilayah Kec. Cipari Kab. Cilacap turun hujan dengan intensitas tinggi yang menyebabkan debit air di sungai Cidurian sangat tinggi dan meluap ke pemukiman dan persawahan. Meluapnya sungai Cipaingan juga disebabkan tanggul sungai yang kurang tinggi sepanjang 25 meter VI. Keterangan Lainnya Jumlah KK dan Jiwa yang terdampak 1. RT. 02/01 = 30 kk / 90 Jiwa. 2. RT. 01/02 = 6 kk / 18 Jiwa. Jumlah = 36 KK / 108 Jiwa. 3. Areal Persawahan = 3 Ha. VII. Kebutuhan Mendesak : 1. Bronjong serabut. 2. Karung kandi. VIII. Tindakan Yang Telah DIlakukan : Melaksanakan Assessment dan Kaji cepat di tempat kejadian bencana Bersama dengan Pemerintah Desa Cisuru.,Cilacap,"(-7.418133, 108.736302)"
2022-06-27,Perkembangan Ke 1 Kejadian Bencana Banjir di Wilayah UPT BPBD Sidareja,,Tingginya curah hujan pada hari Minggu selama 4 jam dari pukul 13.00 s/d 16.00 wib.,Cilacap,"(-7.483685, 108.790221)"
2022-06-28,Tidak Banjir,,,,
2022-06-29,Tidak Banjir,,,,
2022-06-30,Tidak Banjir,,,,
2022-07-01,Tidak Banjir,,,,
2022-07-02,Tidak Banjir,,,,
2022-07-03,Tidak Banjir,,,,
2022-07-04,Tidak Banjir,,,,
2022-07-05,Tidak Banjir,,,,
2022-07-06,Tidak Banjir,,,,
2022-07-07,Tidak Banjir,,,,
2022-07-08,Tidak Banjir,,,,
2022-07-09,Tidak Banjir,,,,
2022-07-10,Tidak Banjir,,,,
2022-07-11,Tidak Banjir,,,,
2022-07-12,Tidak Banjir,,,,
2022-07-13,Kejadian Bencana Banjir di Alun-alun Kecamatan Gandrungmangu Kabupaten Cilacap,Tidak maksimalnya fungsi drainase dan kontruksi drainase yang kecil/tidak sesuai standar perhitungan kebutuhan drainase.,"I. Waktu Kejadian Hari/Tanggal : Rabu, 13 Juli 2022 Pukul : 16.00 WIB II. Tempat Kejadian Alun-alun Kecamatan Gandrungmangu dan Jalan Nasional Bantarsari – Gandrungmangu. III. Penyebab Tidak maksimalnya fungsi drainase dan kontruksi drainase yang kecil/tidak sesuai standar perhitungan kebutuhan drainase. IV. Akibat 1. Terjadi genangan air di area alun-alun Gandrungmangu TMA 30 cm 2. Menyebabkan kemacetan +/- 1 km di Jalan Nasional Bantrsari-Gandrungmangu V. Kronologis/ Kondisi Umum Pada hari Rabu, 13 Juli 2022 pukul 13.30 wib turun hujan intensitas tinggi selama +/- 3 jam. VI. Korban Jiwa Nihil VII. VIII. IX. Kerusakan / Kerugian Nihil Kebtuhan Mendesak Nihil Tindakan Yang Telah Dilakukan 1. Cek lokasi dan assessment; 2. Koordinasi dengan pihak terkait X. Kondisi Mutakhir Tidak ada rumah warga yang terdampk dan pada malam hari pukul 20.00 WIB kondisi mulai surut.",Cilacap,"(-7.523254, 108.854667)"
2022-07-14,Banjir,Hujan Lebat di Lembah Muria Bagian timut dengan durasi yang sangat lama,"Pati yg mengalami kebanjiran akibat hujan lebat di sekitar Gunung Muria bagian timur pada; Hari/tanggal : Rabu/ 13 Juli 2022 Waktu : di mulai jam 21.00 sampai dengan hari kamis, 14 Juli 2022 pkl 01.30 WIB dengan intensitas hujan sangat lebat",Pati,"(-6.704944, 111.037063)"
2022-07-15,"Kejadian Bencana Banjir di Jalan Nasional Sidareja-Jeruklegi KM 7-7,4 di Wilayah UPT BPBD Sidareja.",1. Luapan air dr drainase barat alun-alun Gandrungmangu; 2. Tidak maksimalnya fungsi drainase di area banjir tsb.,"I. Waktu Kejadian Hari/Tanggal : Jum'at, 15 Juli 2022 Pukul : 06.30 WIB II. Tempat Kejadian Jalan Nasional Sidareja-Jeruklegi KM 7 s.d KM 7,4 III. Penyebab 1. Luapan air dr drainase barat alun-alun Gandrungmangu; 2. Tidak maksimalnya fungsi drainase di area banjir tsb. IV. Akibat 1. Terjadi genangan air di Jalan Nasional Sidareja-Jeruklegi KM 7 s.d KM 7,4 (sudah masuk wilayah Kec. Gandrumangu) dengan TMA +/- 30 cm; 2. Lalu lintas terganggu dan menyebabkan kemacetan +/- 400 m. V. Kronologis/ Kondisi Umum Pada hari Jum'at, 15 Juli 2022 pukul 00.00 WIB turun hujan intensitas tinggi selama +/- 3 jam. VI. Korban Jiwa Nihil VII. VIII. IX. Kerusakan / Kerugian Nihil Kebtuhan Mendesak Nihil Tindakan Yang Telah Dilakukan 1. Cek lokasi dan assessment oleh UPT BPBD Sidareja bersama BBWS Citanduy; 2. Dilakukan buka tutup jalan oleh Relawan Banser dan warga setempat; 3. Masih bisa dilalui oleh R4 4. Bagi pengendara R2 dari arah barat dialihkan ke selatan (jalan Bulusari). X. Kondisi Mutakhir 1. Masih dilakukan buka tutup jalan tsb; 2. Genangan air yang berada di jalan tsb saat ini mengalir ke Sungai Cawitali; 3. Apabila arus air berjalan lancar ke Sungai Cawitali kemungkinan dalam beberapa jam akan mulai surut; 4. Kondisi Sungai Cawitali saat ini masih dalam kondisi aman terkendali tidak ada tanggul yang jebol.",Cilacap,"(-7.499958, 108.828881)"
2022-07-16,Tidak Banjir,,,,
2022-07-17,Tidak Banjir,,,,
2022-07-18,Tidak Banjir,,,,
2022-07-19,Tidak Banjir,,,,
2022-07-20,Tidak Banjir,,,,
2022-07-21,Tidak Banjir,,,,
2022-07-22,Tidak Banjir,,,,
2022-07-23,Tidak Banjir,,,,
2022-07-24,Tidak Banjir,,,,
2022-07-25,Tidak Banjir,,,,
2022-07-26,Tidak Banjir,,,,
2022-07-27,Tidak Banjir,,,,
2022-07-28,Tidak Banjir,,,,
2022-07-29,Tidak Banjir,,,,
2022-07-30,Tidak Banjir,,,,
2022-07-31,Tidak Banjir,,,,
2022-08-01,Tidak Banjir,,,,
2022-08-02,Tidak Banjir,,,,
2022-08-03,Tidak Banjir,,,,
2022-08-04,Tidak Banjir,,,,
2022-08-05,Tidak Banjir,,,,
2022-08-06,Tidak Banjir,,,,
2022-08-07,Tidak Banjir,,,,
2022-08-08,Tidak Banjir,,,,
2022-08-09,Tidak Banjir,,,,
2022-08-10,Tidak Banjir,,,,
2022-08-11,Tidak Banjir,,,,
2022-08-12,Tidak Banjir,,,,
2022-08-13,Tidak Banjir,,,,
2022-08-14,Tidak Banjir,,,,
2022-08-15,Tidak Banjir,,,,
2022-08-16,Tidak Banjir,,,,
2022-08-17,Tidak Banjir,,,,
2022-08-18,Tidak Banjir,,,,
2022-08-19,Tidak Banjir,,,,
2022-08-20,Tidak Banjir,,,,
2022-08-21,Tidak Banjir,,,,
2022-08-22,Tidak Banjir,,,,
2022-08-23,Tidak Banjir,,,,
2022-08-24,Tidak Banjir,,,,
2022-08-25,Tidak Banjir,,,,
2022-08-26,Tidak Banjir,,,,
2022-08-27,Tidak Banjir,,,,
2022-08-28,Tidak Banjir,,,,
2022-08-29,Tidak Banjir,,,,
2022-08-30,Tidak Banjir,,,,
2022-08-31,Tidak Banjir,,,,
2022-09-01,Tidak Banjir,,,,
2022-09-02,Tidak Banjir,,,,
2022-09-03,Tidak Banjir,,,,
2022-09-04,Tidak Banjir,,,,
2022-09-05,Tidak Banjir,,,,
2022-09-06,Tidak Banjir,,,,
2022-09-07,Tidak Banjir,,,,
2022-09-08,Banjir,Tanggul Jebol,"Hujan deras pada hari Kamis, 08 September 2022 dari sore hari mengakibatkan tanggul sungai Srengseng di Desa Adiwarno Kec. Buayan jebol di 2 titik dan mengakibatkan banjir masuk dapur rumah warga setinggi 10-15 cm.",Kebumen,"-7.729676, 109.481306"
2022-09-09,Tidak Banjir,,,,
2022-09-10,Tidak Banjir,,,,
2022-09-11,Tidak Banjir,,,,
2022-09-12,Banjir,Hujan deras dari pkl : 16.00 wib s/d pkl : 20.30 wib. -kondisi Sungai Kalijeruk yg sudah dangkal dan perlu Normalisasi.,"Pada hari senin 12 September 2022 pkl : 16.00 wib s/d 20.30 wib terjadi hujan deras yg mengakibatkan meluapnya Sungai Kalijeruk yg tidak dapat menampung air dan meluap menggenangi wilayah Rt.01/Rw.03, Dsn. Gunungsari, Ds. Kawunganten Lor, Kec. Kawunganten.",Cilacap,"-7.589944, 108.919323"
2022-09-13,Tidak Banjir,,,,
2022-09-14,Tidak Banjir,,,,
2022-09-15,Tidak Banjir,,,,
2022-09-16,Tidak Banjir,,,,
2022-09-17,Tidak Banjir,,,,
2022-09-18,Tidak Banjir,,,,
2022-09-19,Tidak Banjir,,,,
2022-09-20,Tidak Banjir,,,,
2022-09-21,Tidak Banjir,,,,
2022-09-22,Tidak Banjir,,,,
2022-09-23,Tidak Banjir,,,,
2022-09-24,Tidak Banjir,,,,
2022-09-25,Tidak Banjir,,,,
2022-09-26,Tidak Banjir,,,,
2022-09-27,Tidak Banjir,,,,
2022-09-28,Tidak Banjir,,,,
2022-09-29,Tidak Banjir,,,,
2022-09-30,Tidak Banjir,,,,
2022-10-01,Tidak Banjir,,,,
2022-10-02,Tidak Banjir,,,,
2022-10-03,Tidak Banjir,,,,
2022-10-04,Tidak Banjir,,,,
2022-10-05,Tidak Banjir,,,,
2022-10-06,Tidak Banjir,,,,
2022-10-07,Banjir,"Curah hujan tinggi ,terjadinya pendangkalan Sungai dan drainase yg sempit","I. KEJADIAN BENCANA : Jenis Bencana : Banjir II. WAKTU KEJADIAN : 1. Hari : Jum'at 2. Tanggal : 07 Oktober 2022 3. Pukul : 17.00 WIB III. TEMPAT KEJADIAN : Dusun : Cigadung,Karanggedang,Nyakra Desa : Salebu Kecamatan : Majenang Kabupaten : Cilacap Koordinat : -7.18.11.3,108.43 208 IV. PENYEBAB KEJADIAN : 1. Curah hujan tinggi. 2. Sedimentasi sungai Ciakar yang tinggi dan Drainase yang sempit dan kurang berfungsi optimal. V. AKIBAT KEJADIAN : A. Terjadi Banjir di 3 Dusun di wilayah Desa Salebu Kecamatan Majenang yang menggenangi halaman pemukiman penduduk dan jalan - jalan, kantor desa dan Fasilitas Kesehatan / Puskesmas dengan ketinggian genangan air TMA sbb : 1. Di Jalan : 50-70 cm. 2. Di Pekarangan : 20-50 cm. 3. Di halama rumah : 5-15 cm. B. Luas wilayah yang terdampak : 1. Dusun Nyakra : RW 07 RT 03 2. Dusun Karanggedang : RW 01 RT 01, 3. Dusun Cigadung RW 02 RT 02 VI. KRONOLOGI/KONDISI UMUM : Pada hari Jum'at, 07 Oktober 2022 terjadi hujan dengan intensitas sedang s/d deras di wilayah Salebu yang mengakibatkan banjir karena debit air di sungai Ciakar tinggi sehingga aliran pembuangan dari Drainase terhambat dan limpas ke Jalan dan mengakibatkan Akses kendaraan roda 2 dan roda 4 tidak bisa melintas. VII. KORBAN JIWA : Nihil VIII. KERUSAKAN / KERUGIAN : Dalam pendataan. IX. KERUSAKAN LAIN. - Keterangan Lainnya: 1. Kondisi cuaca saat ini sudah terang, 2. Secara umum genangan air mulai berangsur surut. 3. Kendaraan R 2 dan R4 sudah dapat melintas 4. Ketinggian air pada saat dilaporkan di jalan Kabupaten +/- 5-15 Cm X KEBUTUHAN MENDESAK : - XI KENDALA : - XII. TINDAKAN YANG TELAH DILAKUKAN : 1. Cek lokasi dan assesment bersama Pemdes, Unsur Forkompincam Kec . Majenang yang selanjutnya untuk dilaporkan 2. Menghimbau kepada pengguna jalan agar hati - hati karena kodndisi jalan licin 3. Berkordinasi dengan dinas terkait untuk penanganan secara permanen . XII. PENUTUP : Demikian Untuk Menjadikan Periksa.",Cilacap,"-7.3012551, 108.7248514"
2022-10-07,Banjir,1. Hujan dengan intensitas tinggi 2. Meluapnya Sungai Pasir,4. Masyarakat PETUGAS BPBD : 1. Janata Angga 2. Anggit Fajar P,Banyumas,"-7.544037, 109.081725"
2022-10-08,Banjir,PENYEBAB KEJADIAN : Hujan dengan intensitas tinggi saluran air meluap dan menyebabkan tanggul jebol,"LOKASI BENCANA : Desa Kalitapen RT 04 /RW 01 Kecamatan Purwojati DESKRIPSI KRONOLOGIS : Pada hari Sabtu, 8 Oktober 2022 wilayah Desa Kalitapen terjadi hujan dengan intensitas tinggi dan durasi yang lama. Debit air yg mengalir kebawah terlalu deras sehingga tanggul jebol dan air meluap ke permukiman warga. DAMPAK BENCANA : a. Kerusakan Fasum : Nihil b. Kerusakan Rumah : Nihil c. Nilai Kerusakan : Nihil d. Korban Luka : Nihil e. Korban Jiwa : Nihil f. Terancam : Nihil DATA PEMILIK RUMAH TERDAMPAK : Mafmuntah  35 th Buruh CAKUPAN BENCANA : - POTENSI BENCANA SUSULAN : Ada",Banyumas,"-7.460177303371833, 109.10661376300341"
2022-10-08,Banjir,Hujan intensitas tinggi dan Luapan Sungai Kedungbener,Hujan Intensitas tinggimengakibatkan Sungai Kebungbener meluap dan mengakibatkan banjir genangan di sebagian wilayah Kabupaten,Kebumen,"-7.6131876, 109.7018647"
2022-10-08,Banjir,Jebolan sungai jajar lama sepanjang 15 M,"Dusun Margorejo Desa Guci Kecamatan Godong merendam area persawahan kurang lebih 70 ha, banjir diakibatkan oleh jebolan tanggul sungai jajar lama",Grobogan,"-7.097924, 110.8942"
2022-10-09,Banjir,,"I. Waktu Kejadian Hari : Minggu Tanggal : 9 Oktober 2022 Waktu : jam 00.30 s/d 16.00 wib II. Penyebab Kejadian : ~ Hujan deras dengan intensitas tinggi serta banjir kiriman dari kawunganten *III. Wilayah Terdampak : A. Desa Panikel :* 1. Dusun Panikel a. Ketinggian air ± 30 - 60 cm b. Jumlah Rumah terdampak: ~ RT 05 RW 09 = 30 KK ~ RT 04 RW 09 = 32 KK ~ RT 03 RW 09 = 30 KK ~ RT 02 RW 09 = 30 KK ~ RT 01 RW 09 = 32 KK ~ RT 03 RW 07 = 10 KK ~ RT 02 RW 07 = 15 KK ~ RT 01 RW 07 = 12 KK Ket : warga bertahan di rumah masing-masing dan ada yang mengungsi di tempat saudara yang lebih tinggi, alasan bertahan karena ada hewan peliharaan ternak yang harus dijaga",Cilacap,"-7.6058765, 109.0814335"
2022-10-10,Tidak Banjir,,,,
2022-10-11,Tidak Banjir,,,,
2022-10-12,Banjir,Cuaca yang ekstrim - Lokasi lahan warga yang dekat dengan kali,"Hari/ tanggal : Rabu, 12 Oktober 2022 Tempat tujuan : Dk.Karangboyo Rt.04/06, Ds.Banyusri, Kec.Wonosegoro Asessment kejadian luapan kali totogan yang merupakan anak sungai serang berdampak pada luapan air masuk ke rumah warga milik Bp.Rubiyanto dan sebagian masuk ke dalam kandang ternak milik Bp.Jumadi, Bp.Subur, Bp.Rubiyatno, Ibu.Ngatemi. Tinggi air bervariasi sekitar +/- 80 cm.",Boyolali,"-7.387091, 110.703757"
2022-10-13,Banjir,,"A WAKTU PELAKSANAAN Hari :Kamis Tanggal:13 Oktober 2022 PUKUL:2.00 WIB B.PENYEBAB KEJADIAN Hujan intensitas sedang/ deras pada pukul Pukul 21.30 s/d 04.15 WIB Menyebabkan beberapa wilayah di Kec.Sampang*terjadi genangan C.PENYEBAB LAIN Banjir kiriman dari kali TiparKab.Banyumas yang melalui desa Sawangan ,kec Kebasen Kab.Banyumas .Air meluap dan masuk ke pemukiman penduduk di Dusun Tilombok Desa Karang Asem Kec. Sampang Kab. Cilacap D.WILAYAH YANG TERDAMPAK 1 Desa Karang Asem -Dusun Tilombok -RT 01 /VIII 90 KK 270 JIWA TMA Di Halaman =20 -30cm Di dalam rumah =0 -5 cm Di jalan =10- 20cm E.PENGUNGSI -Tidak ada pengungsi F.LANGKAH YANG DI LAKUKAN. Berkoordinasi dengan Ketu RW VIII dan pemererintah desa setempat Kegiatan berjalan lancar dan aman... Demikian untuk menjadi periksa",Cilacap,"-7.5645283, 109.211675"
2022-10-13,Banjir,"
- Hujan Lebat di pegunungan kendeng","Pada Pukul 16 00 telah terjadi hujan Lebat di lereng Pegunungan Kendeng di wilayah Kecamaten Kayen Desa Ngalingan, Sering Sumbersari dan Beketel. 2. pada pukul 17 .30 telah terjadi Banjir Bandang di DS Ngalingan ,sering SumbersariKec Kayen, akibat luapan dari Sungai Manging, Lokasi. : Rt 2,3,4,5,6 RW II  Dukuh Rengas/ nDuwet  dan RT. 2, 3,4,5,6 RW. III  dukuh Sedayu  Ds Tambaharjo Kec. Tambakromo.",Pati,"-6.895752309876328, 111.01936450062502"
